Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
0.0,7841025,11,712820.5,705472.0,690724,767152,21058.8,PushPop,:agentsys.mllm::moa-reduce#r0::7::AddOp
0.0,7817829,11,710711.7,705923.0,685474,757513,21353.0,PushPop,:agentsys.mllm::moa-reduce#r2::7::AddOp
0.0,7815415,11,710492.3,701527.0,689875,755681,20720.6,PushPop,:agentsys.mllm::moa-reduce#r1::7::AddOp
0.0,7804866,11,709533.3,714723.0,688844,741065,18870.6,PushPop,:agentsys.mllm::mcts-actor1#r1::7::AddOp
0.0,7804258,11,709478.0,712175.0,685098,732488,15452.5,PushPop,:agentsys.mllm::moa-map1#r2::7::AddOp
0.0,7802609,11,709328.1,706146.0,694646,741156,13039.8,PushPop,:agentsys.mllm::mcts-actor0#r1::7::AddOp
0.0,7778029,11,707093.5,703838.0,688970,771561,22929.9,PushPop,:agentsys.mllm::moa-map0#r0::7::AddOp
0.0,7776511,11,706955.5,704305.0,686877,732953,15572.2,PushPop,:agentsys.mllm::mcts-critic#r0::7::AddOp
0.0,7772583,11,706598.5,701930.0,688160,745035,15064.9,PushPop,:agentsys.mllm::moa-map2#r1::7::AddOp
0.0,7765578,11,705961.6,705728.0,684549,734709,14055.1,PushPop,:agentsys.mllm::mcts-actor1#r0::7::AddOp
0.0,7730943,11,702813.0,702511.0,683706,717637,9644.7,PushPop,:agentsys.mllm::moa-map1#r1::7::AddOp
0.0,6431432,11,584675.6,572095.0,518067,872547,98398.8,PushPop,:agentsys.mllm::react-plan#r1::7::AddOp
0.0,6352922,11,577538.4,559159.0,505092,838586,91287.9,PushPop,:agentsys.mllm::react-plan#r0::7::AddOp
0.0,6178338,11,561667.1,566711.0,518060,602644,27200.8,PushPop,:agentsys.mllm::react-answer#r2::7::AddOp
0.0,6145634,11,558694.0,559596.0,520708,600410,26556.7,PushPop,:agentsys.mllm::react-answer#r1::7::AddOp
0.0,6109492,11,555408.4,565768.0,521626,590379,25464.0,PushPop,:agentsys.mllm::react-answer#r0::7::AddOp
0.0,6051100,11,550100.0,552465.0,508753,583141,22246.0,PushPop,:agentsys.mllm::react-plan#r2::7::AddOp
0.0,2180290,11,198208.2,164256.0,143007,393830,80233.5,PushPop,:agentsys.mllm::moa-reduce#r2::13::ViewOp
0.0,1944094,11,176735.8,150696.0,142545,341564,60036.8,PushPop,:agentsys.mllm::mcts-actor1#r0::13::ViewOp
0.0,1795988,11,163271.6,151303.0,141532,224187,28211.7,PushPop,:agentsys.mllm::mcts-actor0#r0::13::ViewOp
0.0,1789146,11,162649.6,161466.0,142532,197008,17696.8,PushPop,:agentsys.mllm::mcts-root#r0::13::ViewOp
0.0,1788625,11,162602.3,152856.0,137221,239417,29697.8,PushPop,:agentsys.mllm::mcts-actor0#r1::13::ViewOp
0.0,1785177,11,162288.8,158147.0,139021,190892,15885.0,PushPop,:agentsys.mllm::moa-map2#r0::13::ViewOp
0.0,1770787,11,160980.6,149839.0,139981,280507,40015.9,PushPop,:agentsys.mllm::moa-map2#r1::13::ViewOp
0.0,1757734,11,159794.0,153491.0,133658,199035,21948.5,PushPop,:agentsys.mllm::moa-map1#r1::13::ViewOp
0.0,1752584,11,159325.8,158006.0,131896,204038,18038.8,PushPop,:agentsys.mllm::mcts-critic#r2::13::ViewOp
0.0,1750083,11,159098.5,160310.0,139676,172983,9588.9,PushPop,:agentsys.mllm::moa-map0#r1::13::ViewOp
0.0,1742671,11,158424.6,156837.0,134307,177715,13344.9,PushPop,:agentsys.mllm::mcts-critic#r0::13::ViewOp
0.0,1734012,11,157637.5,157079.0,128299,207670,21038.2,PushPop,:agentsys.mllm::mcts-root#r1::13::ViewOp
0.0,1727358,11,157032.5,153154.0,140061,185330,14004.4,PushPop,:agentsys.mllm::moa-reduce#r0::13::ViewOp
0.0,1719958,11,156359.8,154725.0,141331,183080,12647.1,PushPop,:agentsys.mllm::mcts-root#r2::13::ViewOp
0.0,1717026,11,156093.3,154766.0,129767,182102,13504.7,PushPop,:agentsys.mllm::mcts-actor1#r2::13::ViewOp
0.0,1710327,11,155484.3,154533.0,139741,176158,11610.4,PushPop,:agentsys.mllm::moa-map2#r2::13::ViewOp
0.0,1707100,11,155190.9,154140.0,126325,180164,15339.7,PushPop,:agentsys.mllm::moa-map1#r0::13::ViewOp
0.0,1694807,11,154073.4,147729.0,139805,172528,11589.9,PushPop,:agentsys.mllm::mcts-actor1#r1::13::ViewOp
0.0,1691403,11,153763.9,153473.0,137220,172019,13202.4,PushPop,:agentsys.mllm::mcts-actor0#r2::13::ViewOp
0.0,1690329,11,153666.3,150280.0,133992,234077,27895.0,PushPop,:agentsys.mllm::react-plan#r1::13::ViewOp
0.0,1684664,11,153151.3,145588.0,137817,179061,13750.7,PushPop,:agentsys.mllm::moa-map1#r2::13::ViewOp
0.0,1680073,11,152733.9,148121.0,131267,183176,16424.9,PushPop,:agentsys.mllm::moa-map0#r0::13::ViewOp
0.0,1668734,11,151703.1,153168.0,135044,168261,9821.6,PushPop,:agentsys.mllm::mcts-critic#r1::13::ViewOp
0.0,1667376,11,151579.6,150634.0,129351,176604,16202.4,PushPop,:agentsys.mllm::moa-map0#r2::13::ViewOp
0.0,1664069,11,151279.0,142612.0,129991,225552,26294.9,PushPop,:agentsys.mllm::react-plan#r0::13::ViewOp
0.0,1655546,11,150504.2,149840.0,137585,164807,9289.8,PushPop,:agentsys.mllm::react-answer#r1::13::ViewOp
0.0,1650134,11,150012.2,151067.0,139105,158008,5867.6,PushPop,:agentsys.mllm::react-answer#r2::13::ViewOp
0.0,1635933,11,148721.2,147155.0,137553,160853,8867.3,PushPop,:agentsys.mllm::react-answer#r0::13::ViewOp
0.0,1620044,11,147276.7,147637.0,134884,156074,7196.3,PushPop,:agentsys.mllm::moa-reduce#r1::13::ViewOp
0.0,1565603,11,142327.5,139433.0,127522,159495,10798.0,PushPop,:agentsys.mllm::react-plan#r2::13::ViewOp
