workload,iteration,launch_order,call_id,process,op_index,kind,family,name,api_name,api_start_rel_us,gpu_start_rel_us,gpu_ns,launch_latency_ns,grid,block,stream
planner_debate_L_it1,7,69,critic-b,mir_operator:LinearOp,10,kernel,gemm,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn,cudaLaunchKernel_v7000,4252439.5,4252449.8,851624,10288,32x32x3,128x1x1,7
planner_debate_L_it1,7,70,critic-b,mir_operator:LinearOp,11,memset,memset,memset,cudaMemsetAsync_v3020,4253374.9,4253381.7,864,6850,0x0x0,0x0x0,7
planner_debate_L_it1,7,71,critic-b,mir_operator:LinearOp,11,kernel,gemm,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn,cudaLaunchKernel_v7000,4253385.8,4253394.0,851688,8234,32x32x3,128x1x1,7
planner_debate_L_it1,7,72,critic-b,mir_operator:LinearOp,12,memset,memset,memset,cudaMemsetAsync_v3020,4254318.0,4254323.7,864,5721,0x0x0,0x0x0,7
planner_debate_L_it1,7,73,critic-b,mir_operator:LinearOp,12,kernel,gemm,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn,cudaLaunchKernel_v7000,4254327.5,4254335.3,850791,7872,32x32x3,128x1x1,7
planner_debate_L_it1,7,74,critic-b,mir_operator:TransposeOp,14,kernel,copy,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_ke",cudaLaunchKernel_v7000,4255349.6,4255359.5,226618,9943,32768x1x1,128x1x1,7
planner_debate_L_it1,7,75,critic-b,d2h_stage,,memcpy,memcpy,memcpy_Device-to-Host,cudaMemcpyAsync_v3020,4255651.4,4255670.6,1462167,19237,0x0x0,0x0x0,7
planner_debate_L_it1,7,76,critic-merge,h2d_stage,,memcpy,memcpy,memcpy_Host-to-Device,cudaMemcpyAsync_v3020,4371612.1,4371637.1,1422871,24973,0x0x0,0x0x0,7
planner_debate_L_it1,7,77,critic-merge,weight_init,,kernel,rng_init,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda:",cudaLaunchKernel_v7000,4373157.9,4373254.2,35967,96223,768x1x1,256x1x1,7
planner_debate_L_it1,7,78,critic-merge,weight_init,,kernel,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor<c10::Half, c10::Half, c10::Half, at::na",cudaLaunchKernel_v7000,4373231.2,4373290.8,20095,59660,16384x1x1,128x1x1,7
planner_debate_L_it1,7,79,critic-merge,mir_operator:RMSNormOp,6,kernel,copy,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (i,cudaLaunchKernel_v7000,4373356.6,4373366.3,114652,9659,16384x1x1,128x1x1,7
planner_debate_L_it1,7,80,critic-merge,mir_operator:RMSNormOp,6,kernel,elementwise_unary,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, ",cudaLaunchKernel_v7000,4373384.7,4373481.6,145052,96949,16384x1x1,128x1x1,7
planner_debate_L_it1,7,81,critic-merge,mir_operator:RMSNormOp,6,kernel,reduce,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, fl",cudaLaunchKernel_v7000,4373412.5,4373627.4,36703,214942,256x1x1,32x16x1,7
planner_debate_L_it1,7,82,critic-merge,mir_operator:RMSNormOp,6,kernel,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (uns",cudaLaunchKernel_v7000,4373436.9,4373664.8,1280,227869,4x1x1,128x1x1,7
planner_debate_L_it1,7,83,critic-merge,mir_operator:RMSNormOp,6,kernel,elementwise_unary,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda(",cudaLaunchKernel_v7000,4373456.8,4373666.8,1120,209990,4x1x1,128x1x1,7
planner_debate_L_it1,7,84,critic-merge,mir_operator:RMSNormOp,6,kernel,elementwise_binary,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<",cudaLaunchKernel_v7000,4373479.9,4373668.6,127804,188694,65536x1x1,128x1x1,7
planner_debate_L_it1,7,85,critic-merge,mir_operator:RMSNormOp,6,kernel,copy,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase &)::[",cudaLaunchKernel_v7000,4373501.9,4373797.1,91902,295199,16384x1x1,128x1x1,7
planner_debate_L_it1,7,86,critic-merge,mir_operator:AddOp,7,kernel,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOnSelf_add<c10::Half>, std::array<char *, ",cudaLaunchKernel_v7000,4373963.1,4373973.7,27295,10619,16384x1x1,128x1x1,7
planner_debate_L_it1,7,87,critic-merge,mir_operator:RMSNormOp,8,kernel,copy,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (i,cudaLaunchKernel_v7000,4374075.9,4374083.9,88318,7932,16384x1x1,128x1x1,7
planner_debate_L_it1,7,88,critic-merge,mir_operator:RMSNormOp,8,kernel,elementwise_unary,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, ",cudaLaunchKernel_v7000,4374096.9,4374172.9,145403,76019,16384x1x1,128x1x1,7
planner_debate_L_it1,7,89,critic-merge,mir_operator:RMSNormOp,8,kernel,reduce,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, fl",cudaLaunchKernel_v7000,4374116.0,4374319.0,36575,203024,256x1x1,32x16x1,7
planner_debate_L_it1,7,90,critic-merge,mir_operator:RMSNormOp,8,kernel,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (uns",cudaLaunchKernel_v7000,4374130.8,4374356.3,1248,225544,4x1x1,128x1x1,7
planner_debate_L_it1,7,91,critic-merge,mir_operator:RMSNormOp,8,kernel,elementwise_unary,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda(",cudaLaunchKernel_v7000,4374145.2,4374358.3,1088,213164,4x1x1,128x1x1,7
planner_debate_L_it1,7,92,critic-merge,mir_operator:RMSNormOp,8,kernel,elementwise_binary,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<",cudaLaunchKernel_v7000,4374160.3,4374360.1,127965,199747,65536x1x1,128x1x1,7
planner_debate_L_it1,7,93,critic-merge,mir_operator:RMSNormOp,8,kernel,copy,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase &)::[",cudaLaunchKernel_v7000,4374177.8,4374488.6,91453,310789,16384x1x1,128x1x1,7
planner_debate_L_it1,7,94,critic-merge,mir_operator:LinearOp,10,memset,memset,memset,cudaMemsetAsync_v3020,4374686.6,4374701.9,864,15252,0x0x0,0x0x0,7
planner_debate_L_it1,7,95,critic-merge,mir_operator:LinearOp,10,kernel,gemm,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn,cudaLaunchKernel_v7000,4374713.4,4374722.3,852552,8952,32x32x3,128x1x1,7
