policy,program_id,class,call_index,submit_ns,first_token_ns,finish_ns,queue_wait_ns,decode_ns,call_ns,prompt_tokens,output_tokens
plas,p00031,lats,6,165835879716092,165835955163861,165839885855948,75447769,3930692087,4006139856,762,162
plas,p00055,chat,1,165836867325608,165836951736579,165839903516347,84410971,2951779768,3036190739,257,123
plas,p00056,agent,1,165837637944380,165837715268911,165839903879571,77324531,2188610660,2265935191,798,91
plas,p00029,agent,5,165837289957883,165837363745149,165839922900664,73787266,2559155515,2632942781,778,107
plas,p00010,lats,13,165838296934184,165838379345363,165839923240097,82411179,1543894734,1626305913,921,65
plas,p00028,agent,5,165835183574899,165835257675829,165840073199772,74100930,4815523943,4889624873,1749,198
plas,p00021,agent,5,165834427012888,165834509502661,165840169550984,82489773,5660048323,5742538096,1402,233
plas,p00060,lats,0,165835974497620,165836051946676,165840169883523,77449056,4117936847,4195385903,275,170
plas,p00048,lats,4,165838255986246,165838325118117,165840289650521,69131871,1964532404,2033664275,375,82
plas,p00036,lats,5,165837902377521,165837978218154,165840312168565,75840633,2333950411,2409791044,822,97
plas,p00018,agent,7,165837637627478,165837715306045,165840409834051,77678567,2694528006,2772206573,1665,112
plas,p00058,agent,0,165835611961688,165835684029208,165840508103517,72067520,4824074309,4896141829,783,199
