workload,process,instances,host_ns_total,host_share_pct,host_ns_per_instance,gpu_ns_total,gpu_share_pct,cuda_api_ns_total,cuda_api_share_of_host_pct,kernel_launches,gpu_over_host_pct
planner_debate,mir_operator:prefill_layer16,15,19059847,0.04,1270656.5,7954583,0.09,4505981,23.6,861,41.7
planner_debate,mir_operator:prefill_layer12,15,19042439,0.04,1269495.9,7993872,0.09,4533814,23.8,861,42.0
planner_debate,mir_operator:prefill_layer09,15,19010881,0.04,1267392.1,7927054,0.09,4514488,23.7,861,41.7
planner_debate,mir_operator:prefill_layer19,15,18998675,0.04,1266578.3,7930069,0.09,4493732,23.7,861,41.7
planner_debate,mir_operator:prefill_layer08,15,18985006,0.04,1265667.1,7938419,0.09,4534762,23.9,861,41.8
planner_debate,mir_operator:prefill_layer11,15,18925722,0.04,1261714.8,8029746,0.09,4479724,23.7,861,42.4
planner_debate,mir_operator:prefill_layer10,15,18838706,0.04,1255913.7,8039727,0.09,4478456,23.8,861,42.7
planner_debate,pre_d2h_alloc,15,14806938,0.03,987129.2,11168,0.0,416802,2.8,0,0.1
planner_debate,dag_schedule_gap,18,4001471,0.01,222303.9,0,0.0,96814,2.4,0,0.0
planner_debate,mir_operator:prefill_head,15,3855845,0.01,257056.3,29776700,0.34,753642,19.5,135,772.2
planner_debate,weight_init,15,2668506,0.01,177900.4,0,0.0,33428,1.3,0,0.0
planner_debate,host_input_generate,15,2108529,0.0,140568.6,0,0.0,74672,3.5,0,0.0
planner_debate,d2h_stage,15,1958358,0.0,130557.2,12992,0.0,609125,31.1,0,0.7
planner_debate,h2d_stage,15,1615484,0.0,107698.9,7232,0.0,554490,34.3,0,0.4
planner_debate,mir_operator:prefill_embed,15,1434400,0.0,95626.7,33536,0.0,261352,18.2,15,2.3
planner_debate,agent_tool_execute_cpu,3,1099055,0.0,366351.7,0,0.0,0,0.0,0,0.0
planner_debate,checksum_complete,15,720875,0.0,48058.3,0,0.0,39157,5.4,0,0.0
planner_debate,iteration_tail_sync,3,532560,0.0,177520.0,0,0.0,56951,10.7,0,0.0
planner_debate,adapter_dispatch,15,70726,0.0,4715.1,0,0.0,0,0.0,0,0.0
