lineage,workload,process,iteration,call_id,op_index,host_ns,median_ns,threshold_ns,excess_ns,classification,cuda_api_top,gpu_work_ns
base,react_tool,inter_operator_dispatch,16,answer,,11214,7819.0,10314,3395,sporadic,,0
base,react_tool,inter_operator_dispatch,17,plan,,11904,7819.0,10314,4085,sporadic,,0
base,react_tool,inter_operator_dispatch,19,plan,,18457,7819.0,10314,10638,sporadic,,0
base,react_tool,inter_operator_dispatch,19,answer,,10956,7819.0,10314,3137,sporadic,,0
base,react_tool,mir_operator:AddOp,4,answer,7,118093,101140.0,107356,16953,sporadic,cudaLaunchKernel,1472
base,react_tool,mir_operator:AddOp,11,answer,7,161804,101140.0,107356,60664,sporadic,cudaEventSynchronize,1471
base,react_tool,mir_operator:AddOp,12,answer,7,120695,101140.0,107356,19555,sporadic,cudaEventSynchronize,23835
base,react_tool,mir_operator:AddOp,14,answer,7,124422,101140.0,107356,23282,sporadic,cudaLaunchKernel,1439
base,react_tool,mir_operator:AddOp,18,plan,7,112812,101140.0,107356,11672,sporadic,cudaLaunchKernel,1440
base,react_tool,mir_operator:AddOp,18,answer,7,109898,101140.0,107356,8758,sporadic,cudaLaunchKernel,1439
base,react_tool,mir_operator:LinearOp,0,plan,10,169222,119817.0,153924,49405,warm_or_first_iteration,cuLaunchKernel,12893
base,react_tool,mir_operator:LinearOp,0,answer,10,174009,119817.0,153924,54192,warm_or_first_iteration,cudaEventRecord,12893
base,react_tool,mir_operator:LinearOp,1,plan,10,154861,119817.0,153924,35044,sporadic,cuLaunchKernel,12734
base,react_tool,mir_operator:LinearOp,1,answer,10,155592,119817.0,153924,35775,sporadic,cudaMemsetAsync,12797
base,react_tool,mir_operator:LinearOp,2,plan,10,157492,119817.0,153924,37675,sporadic,cudaMemsetAsync,12958
base,react_tool,mir_operator:LinearOp,2,answer,10,155513,119817.0,153924,35696,sporadic,cudaMemsetAsync,12733
base,react_tool,mir_operator:LinearOp,3,plan,10,178098,119817.0,153924,58281,sporadic,cuLaunchKernel,12766
base,react_tool,mir_operator:LinearOp,3,answer,10,157591,119817.0,153924,37774,sporadic,cuLaunchKernel,12894
base,react_tool,mir_operator:LinearOp,4,plan,10,154993,119817.0,153924,35176,sporadic,cuLaunchKernel,12797
base,react_tool,mir_operator:LinearOp,4,answer,10,156520,119817.0,153924,36703,sporadic,cuLaunchKernel,12894
base,react_tool,mir_operator:LinearOp,5,plan,10,168411,119817.0,153924,48594,sporadic,cuLaunchKernel,12829
base,react_tool,mir_operator:LinearOp,12,answer,11,853409,119817.0,153924,733592,sporadic,cuLaunchKernel,12636
base,react_tool,mir_operator:LinearOp,16,plan,10,154104,119817.0,153924,34287,sporadic,cuLaunchKernel,12925
base,react_tool,mir_operator:LinearOp,17,plan,10,163499,119817.0,153924,43682,sporadic,cuLaunchKernel,12862
base,react_tool,mir_operator:ViewOp,1,plan,13,138412,72548.5,79352,65864,sporadic,cudaEventRecord,0
base,react_tool,mir_operator:ViewOp,3,plan,13,88894,72548.5,79352,16346,sporadic,cudaEventRecord,0
base,react_tool,mir_operator:ViewOp,4,plan,13,89328,72548.5,79352,16780,sporadic,cudaEventRecord,0
base,react_tool,mir_operator:ViewOp,7,plan,13,82449,72548.5,79352,9900,sporadic,cudaEventRecord,0
base,react_tool,mir_operator:ViewOp,8,plan,13,95927,72548.5,79352,23378,sporadic,cudaEventSynchronize,0
base,react_tool,mir_operator:ViewOp,12,answer,13,87675,72548.5,79352,15126,sporadic,cudaEventRecord,0
base,react_tool,mir_operator:ViewOp,14,plan,13,79625,72548.5,79352,7076,sporadic,cudaEventRecord,0
base,react_tool,mir_operator:TransposeOp,1,plan,14,162707,127297.0,143245,35410,sporadic,cudaLaunchKernel,9406
base,react_tool,mir_operator:TransposeOp,2,plan,14,145347,127297.0,143245,18050,sporadic,cudaEventRecord,9438
base,react_tool,mir_operator:TransposeOp,2,answer,14,143947,127297.0,143245,16650,sporadic,cudaEventRecord,9438
base,react_tool,mir_operator:TransposeOp,15,plan,14,162854,127297.0,143245,35557,sporadic,cudaLaunchKernel,9406
base,react_tool,pre_d2h_alloc,10,answer,,18747,13856.0,15593,4891,sporadic,,0
base,react_tool,d2h_stage,1,plan,,241618,144755.5,153896,96862,sporadic,cudaEventSynchronize,102988
base,react_tool,d2h_stage,2,answer,,175760,144755.5,153896,31004,sporadic,cudaEventSynchronize,90414
base,react_tool,d2h_stage,4,answer,,160712,144755.5,153896,15956,sporadic,cudaEventSynchronize,90287
base,react_tool,d2h_stage,18,plan,,154615,144755.5,153896,9860,sporadic,cudaEventSynchronize,90190
base,react_tool,checksum_complete,7,plan,,82478,70027.5,77670,12450,sporadic,cudaEventDestroy,0
base,react_tool,checksum_complete,7,answer,,83890,70027.5,77670,13862,sporadic,cudaEventDestroy,0
base,react_tool,checksum_complete,16,plan,,83010,70027.5,77670,12982,sporadic,cudaEventDestroy,0
base,react_tool,iteration_tail_sync,2,,,67681,49537.5,58774,18144,sporadic,cudaDeviceSynchronize,0
base,react_tool,iteration_tail_sync,3,,,78264,49537.5,58774,28726,sporadic,cudaEventRecord,0
base,react_tool,iteration_tail_sync,5,,,67435,49537.5,58774,17898,sporadic,cudaDeviceSynchronize,0
base,react_tool,iteration_tail_sync,7,,,59082,49537.5,58774,9544,sporadic,cudaDeviceSynchronize,0
base,planner_debate,dag_schedule_gap,0,,,1145981,39229.5,81020,1106752,warm_or_first_iteration,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,1,,,1185722,39229.5,81020,1146492,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,2,,,1220555,39229.5,81020,1181326,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,3,,,1232264,39229.5,81020,1193034,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,3,,,81726,39229.5,81020,42496,sporadic,,0
base,planner_debate,dag_schedule_gap,4,,,1204133,39229.5,81020,1164904,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,5,,,1211068,39229.5,81020,1171838,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,6,,,1198599,39229.5,81020,1159370,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,7,,,1275724,39229.5,81020,1236494,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,8,,,1233128,39229.5,81020,1193898,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,9,,,1359011,39229.5,81020,1319782,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,10,,,1519765,39229.5,81020,1480536,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,10,,,92178,39229.5,81020,52948,sporadic,,0
base,planner_debate,dag_schedule_gap,11,,,1288503,39229.5,81020,1249274,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,12,,,1232170,39229.5,81020,1192940,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,13,,,1204990,39229.5,81020,1165760,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,14,,,1237896,39229.5,81020,1198666,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,15,,,2196982,39229.5,81020,2157752,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,16,,,1143893,39229.5,81020,1104664,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,17,,,2250080,39229.5,81020,2210850,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,17,,,94914,39229.5,81020,55684,sporadic,,0
base,planner_debate,dag_schedule_gap,18,,,1186565,39229.5,81020,1147336,sporadic,cudaEventRecord,0
base,planner_debate,dag_schedule_gap,19,,,1214136,39229.5,81020,1174906,sporadic,cudaEventRecord,0
base,planner_debate,adapter_dispatch,0,critic-merge,,1798039,1175876.0,1240022,622163,warm_or_first_iteration,,0
base,planner_debate,adapter_dispatch,1,critic-merge,,1798658,1175876.0,1240022,622782,sporadic,,0
base,planner_debate,adapter_dispatch,2,critic-merge,,1875757,1175876.0,1240022,699881,sporadic,,0
base,planner_debate,adapter_dispatch,3,critic-merge,,1816905,1175876.0,1240022,641029,sporadic,,0
base,planner_debate,adapter_dispatch,4,critic-merge,,1805704,1175876.0,1240022,629828,sporadic,,0
base,planner_debate,adapter_dispatch,5,critic-merge,,1329893,1175876.0,1240022,154017,sporadic,,0
base,planner_debate,adapter_dispatch,6,critic-merge,,1276010,1175876.0,1240022,100134,sporadic,,0
base,planner_debate,adapter_dispatch,7,critic-merge,,1304557,1175876.0,1240022,128681,sporadic,,0
base,planner_debate,adapter_dispatch,8,critic-b,,1258448,1175876.0,1240022,82572,sporadic,,0
base,planner_debate,adapter_dispatch,8,critic-merge,,1308377,1175876.0,1240022,132501,sporadic,,0
base,planner_debate,adapter_dispatch,9,critic-merge,,1298332,1175876.0,1240022,122456,sporadic,,0
base,planner_debate,adapter_dispatch,10,critic-merge,,1317598,1175876.0,1240022,141722,sporadic,,0
base,planner_debate,adapter_dispatch,11,critic-merge,,1308596,1175876.0,1240022,132720,sporadic,,0
base,planner_debate,adapter_dispatch,12,critic-b,,1297822,1175876.0,1240022,121946,sporadic,,0
base,planner_debate,adapter_dispatch,12,critic-merge,,1298516,1175876.0,1240022,122640,sporadic,,0
base,planner_debate,adapter_dispatch,13,critic-merge,,1315857,1175876.0,1240022,139981,sporadic,,0
base,planner_debate,adapter_dispatch,14,planner-seed,,1259079,1175876.0,1240022,83203,sporadic,,0
base,planner_debate,adapter_dispatch,14,critic-merge,,1286783,1175876.0,1240022,110907,sporadic,,0
base,planner_debate,adapter_dispatch,15,critic-merge,,1334832,1175876.0,1240022,158956,sporadic,,0
base,planner_debate,adapter_dispatch,16,planner-seed,,2052719,1175876.0,1240022,876843,sporadic,,0
base,planner_debate,adapter_dispatch,16,critic-merge,,1243254,1175876.0,1240022,67378,sporadic,,0
base,planner_debate,adapter_dispatch,17,critic-merge,,2230748,1175876.0,1240022,1054872,sporadic,,0
base,planner_debate,adapter_dispatch,18,critic-merge,,1240096,1175876.0,1240022,64220,sporadic,,0
base,planner_debate,adapter_dispatch,19,critic-merge,,1351748,1175876.0,1240022,175872,sporadic,,0
base,planner_debate,adapter_dispatch,19,planner-final,,1248339,1175876.0,1240022,72463,sporadic,,0
base,planner_debate,token_preprocess_cpu,19,planner-final,,420653,331966.5,414104,88686,sporadic,,0
base,planner_debate,host_input_generate,0,critic-a,,11942872,9087162.5,11585906,2855710,warm_or_first_iteration,cudaEventQuery,0
base,planner_debate,host_input_generate,0,critic-b,,11908548,9087162.5,11585906,2821386,warm_or_first_iteration,cudaEventQuery,0
base,planner_debate,host_input_generate,0,critic-merge,,11929021,9087162.5,11585906,2841858,warm_or_first_iteration,cudaEventQuery,0
base,planner_debate,host_input_generate,1,critic-a,,11976246,9087162.5,11585906,2889084,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,1,critic-b,,11934706,9087162.5,11585906,2847544,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,1,critic-merge,,11966397,9087162.5,11585906,2879234,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,2,critic-a,,12017931,9087162.5,11585906,2930768,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,2,critic-b,,11985030,9087162.5,11585906,2897868,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,2,critic-merge,,12030494,9087162.5,11585906,2943332,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,3,critic-a,,12006396,9087162.5,11585906,2919234,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,3,critic-b,,12008528,9087162.5,11585906,2921366,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,3,critic-merge,,12011432,9087162.5,11585906,2924270,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,4,critic-a,,12396857,9087162.5,11585906,3309694,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,4,critic-b,,11996233,9087162.5,11585906,2909070,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,4,critic-merge,,11970961,9087162.5,11585906,2883798,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,16,planner-seed,,13582326,9087162.5,11585906,4495164,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,17,critic-b,,16050981,9087162.5,11585906,6963818,sporadic,cudaEventQuery,0
base,planner_debate,host_input_generate,19,planner-final,,12535138,9087162.5,11585906,3447976,sporadic,cudaEventQuery,0
base,planner_debate,h2d_stage,5,critic-a,,331440,256654.5,329210,74786,sporadic,cudaEventSynchronize,154853
base,planner_debate,h2d_stage,7,critic-b,,332524,256654.5,329210,75870,sporadic,cudaEventSynchronize,150149
base,planner_debate,h2d_stage,10,critic-merge,,336623,256654.5,329210,79968,sporadic,cudaEventSynchronize,151173
base,planner_debate,h2d_stage,13,critic-b,,663932,256654.5,329210,407278,sporadic,cudaEventSynchronize,154501
base,planner_debate,weight_init,2,critic-merge,,226788,168676.0,200695,58112,sporadic,cudaLaunchKernel,7038
base,planner_debate,weight_init,3,critic-b,,217023,168676.0,200695,48347,sporadic,cudaLaunchKernel,7102
base,planner_debate,weight_init,5,critic-a,,245386,168676.0,200695,76710,sporadic,cudaLaunchKernel,7103
base,planner_debate,weight_init,7,critic-b,,233749,168676.0,200695,65073,sporadic,cudaLaunchKernel,7134
base,planner_debate,weight_init,8,critic-a,,235444,168676.0,200695,66768,sporadic,cudaLaunchKernel,7007
base,planner_debate,weight_init,9,critic-merge,,229744,168676.0,200695,61068,sporadic,cudaLaunchKernel,7007
base,planner_debate,weight_init,10,critic-merge,,261325,168676.0,200695,92649,sporadic,cudaLaunchKernel,7007
base,planner_debate,weight_init,12,planner-final,,210096,168676.0,200695,41420,sporadic,cudaLaunchKernel,6782
base,planner_debate,weight_init,15,planner-final,,201700,168676.0,200695,33024,sporadic,cudaLaunchKernel,6751
base,planner_debate,weight_init,17,critic-b,,293863,168676.0,200695,125187,sporadic,cudaLaunchKernel,7135
base,planner_debate,weight_init,19,planner-final,,253713,168676.0,200695,85037,sporadic,cudaLaunchKernel,6783
base,planner_debate,mir_operator:RMSNormOp,2,critic-merge,6,355556,271766.5,351031,83790,sporadic,cudaLaunchKernel,19454
base,planner_debate,mir_operator:RMSNormOp,5,critic-a,6,472062,271766.5,351031,200296,sporadic,cudaLaunchKernel,19100
base,planner_debate,mir_operator:RMSNormOp,6,planner-seed,8,443978,271766.5,351031,172212,sporadic,cudaEventRecord,17276
base,planner_debate,mir_operator:RMSNormOp,7,critic-b,6,373843,271766.5,351031,102076,sporadic,cudaLaunchKernel,19390
base,planner_debate,mir_operator:RMSNormOp,7,critic-merge,6,383583,271766.5,351031,111816,sporadic,cudaEventSynchronize,19452
base,planner_debate,mir_operator:RMSNormOp,9,planner-seed,6,363842,271766.5,351031,92076,sporadic,cudaLaunchKernel,17690
base,planner_debate,mir_operator:RMSNormOp,10,critic-merge,6,360474,271766.5,351031,88708,sporadic,cudaLaunchKernel,19452
base,planner_debate,mir_operator:RMSNormOp,12,planner-final,6,365984,271766.5,351031,94218,sporadic,cudaLaunchKernel,17724
base,planner_debate,mir_operator:RMSNormOp,15,planner-final,6,402342,271766.5,351031,130576,sporadic,cudaLaunchKernel,17950
base,planner_debate,mir_operator:RMSNormOp,15,planner-final,8,368951,271766.5,351031,97184,sporadic,cudaLaunchKernel,17181
base,planner_debate,mir_operator:RMSNormOp,16,planner-seed,6,398746,271766.5,351031,126980,sporadic,cudaLaunchKernel,17659
base,planner_debate,mir_operator:RMSNormOp,16,planner-seed,8,372635,271766.5,351031,100868,sporadic,cudaLaunchKernel,17565
base,planner_debate,mir_operator:RMSNormOp,17,critic-b,6,481426,271766.5,351031,209660,sporadic,cudaLaunchKernel,19420
base,planner_debate,mir_operator:RMSNormOp,17,critic-b,8,424758,271766.5,351031,152992,sporadic,cudaLaunchKernel,19196
base,planner_debate,mir_operator:RMSNormOp,19,planner-final,6,447571,271766.5,351031,175804,sporadic,cudaLaunchKernel,17691
base,planner_debate,mir_operator:RMSNormOp,19,planner-final,8,364520,271766.5,351031,92754,sporadic,cudaLaunchKernel,17532
base,planner_debate,inter_operator_dispatch,1,planner-seed,,11877,8219.0,11638,3658,sporadic,,0
base,planner_debate,inter_operator_dispatch,1,critic-merge,,19416,8219.0,11638,11197,sporadic,,0
base,planner_debate,inter_operator_dispatch,1,critic-merge,,12491,8219.0,11638,4272,sporadic,,0
base,planner_debate,inter_operator_dispatch,1,planner-final,,12053,8219.0,11638,3834,sporadic,,0
base,planner_debate,inter_operator_dispatch,2,planner-seed,,22425,8219.0,11638,14206,sporadic,,0
base,planner_debate,inter_operator_dispatch,2,critic-a,,18277,8219.0,11638,10058,sporadic,,0
base,planner_debate,inter_operator_dispatch,2,critic-b,,21668,8219.0,11638,13449,sporadic,,0
base,planner_debate,inter_operator_dispatch,2,critic-b,,21628,8219.0,11638,13409,sporadic,,0
base,planner_debate,inter_operator_dispatch,2,critic-merge,,14590,8219.0,11638,6371,sporadic,,0
base,planner_debate,inter_operator_dispatch,2,planner-final,,12041,8219.0,11638,3822,sporadic,,0
base,planner_debate,inter_operator_dispatch,3,planner-seed,,12290,8219.0,11638,4071,sporadic,,0
base,planner_debate,inter_operator_dispatch,3,critic-b,,13741,8219.0,11638,5522,sporadic,,0
base,planner_debate,inter_operator_dispatch,3,critic-merge,,12246,8219.0,11638,4027,sporadic,,0
base,planner_debate,inter_operator_dispatch,4,planner-seed,,12311,8219.0,11638,4092,sporadic,,0
base,planner_debate,inter_operator_dispatch,4,critic-a,,12852,8219.0,11638,4633,sporadic,,0
base,planner_debate,inter_operator_dispatch,4,critic-b,,21949,8219.0,11638,13730,sporadic,,0
base,planner_debate,inter_operator_dispatch,4,critic-merge,,12036,8219.0,11638,3817,sporadic,,0
base,planner_debate,inter_operator_dispatch,4,critic-merge,,21535,8219.0,11638,13316,sporadic,,0
base,planner_debate,inter_operator_dispatch,4,planner-final,,13058,8219.0,11638,4839,sporadic,,0
base,planner_debate,inter_operator_dispatch,5,planner-seed,,12357,8219.0,11638,4138,sporadic,,0
base,planner_debate,inter_operator_dispatch,5,planner-seed,,21835,8219.0,11638,13616,sporadic,,0
base,planner_debate,inter_operator_dispatch,5,critic-a,,17757,8219.0,11638,9538,sporadic,,0
base,planner_debate,inter_operator_dispatch,5,critic-a,,22296,8219.0,11638,14077,sporadic,,0
base,planner_debate,inter_operator_dispatch,5,critic-b,,13379,8219.0,11638,5160,sporadic,,0
base,planner_debate,inter_operator_dispatch,5,planner-final,,26431,8219.0,11638,18212,sporadic,,0
base,planner_debate,inter_operator_dispatch,6,planner-seed,,12443,8219.0,11638,4224,sporadic,,0
base,planner_debate,inter_operator_dispatch,6,planner-seed,,11978,8219.0,11638,3759,sporadic,,0
base,planner_debate,inter_operator_dispatch,6,critic-a,,12048,8219.0,11638,3829,sporadic,,0
base,planner_debate,inter_operator_dispatch,6,critic-b,,15450,8219.0,11638,7231,sporadic,,0
base,planner_debate,inter_operator_dispatch,6,critic-merge,,20845,8219.0,11638,12626,sporadic,,0
base,planner_debate,inter_operator_dispatch,6,planner-final,,24971,8219.0,11638,16752,sporadic,,0
base,planner_debate,inter_operator_dispatch,6,planner-final,,11758,8219.0,11638,3539,sporadic,,0
base,planner_debate,inter_operator_dispatch,7,planner-seed,,19154,8219.0,11638,10935,sporadic,,0
base,planner_debate,inter_operator_dispatch,7,critic-b,,29211,8219.0,11638,20992,sporadic,,0
base,planner_debate,inter_operator_dispatch,7,critic-merge,,13584,8219.0,11638,5365,sporadic,,0
base,planner_debate,inter_operator_dispatch,7,planner-final,,12095,8219.0,11638,3876,sporadic,,0
base,planner_debate,inter_operator_dispatch,8,critic-a,,12102,8219.0,11638,3883,sporadic,,0
base,planner_debate,inter_operator_dispatch,8,critic-a,,15210,8219.0,11638,6991,sporadic,,0
base,planner_debate,inter_operator_dispatch,8,critic-b,,14251,8219.0,11638,6032,sporadic,,0
base,planner_debate,inter_operator_dispatch,8,critic-merge,,11651,8219.0,11638,3432,sporadic,,0
base,planner_debate,inter_operator_dispatch,9,planner-seed,,12521,8219.0,11638,4302,sporadic,,0
base,planner_debate,inter_operator_dispatch,9,critic-a,,12166,8219.0,11638,3947,sporadic,,0
base,planner_debate,inter_operator_dispatch,9,critic-merge,,13701,8219.0,11638,5482,sporadic,,0
base,planner_debate,inter_operator_dispatch,9,planner-final,,18500,8219.0,11638,10281,sporadic,,0
base,planner_debate,inter_operator_dispatch,10,planner-seed,,12638,8219.0,11638,4419,sporadic,,0
base,planner_debate,inter_operator_dispatch,10,critic-merge,,13576,8219.0,11638,5357,sporadic,,0
base,planner_debate,inter_operator_dispatch,10,critic-merge,,19403,8219.0,11638,11184,sporadic,,0
base,planner_debate,inter_operator_dispatch,10,planner-final,,13589,8219.0,11638,5370,sporadic,,0
base,planner_debate,inter_operator_dispatch,11,planner-seed,,14018,8219.0,11638,5799,sporadic,,0
base,planner_debate,inter_operator_dispatch,11,critic-a,,13859,8219.0,11638,5640,sporadic,,0
base,planner_debate,inter_operator_dispatch,11,critic-a,,18979,8219.0,11638,10760,sporadic,,0
base,planner_debate,inter_operator_dispatch,11,critic-b,,11999,8219.0,11638,3780,sporadic,,0
base,planner_debate,inter_operator_dispatch,11,critic-b,,21942,8219.0,11638,13723,sporadic,,0
base,planner_debate,inter_operator_dispatch,11,critic-merge,,23705,8219.0,11638,15486,sporadic,,0
base,planner_debate,inter_operator_dispatch,11,planner-final,,12556,8219.0,11638,4337,sporadic,,0
base,planner_debate,inter_operator_dispatch,12,planner-seed,,22986,8219.0,11638,14767,sporadic,,0
base,planner_debate,inter_operator_dispatch,12,critic-b,,22482,8219.0,11638,14263,sporadic,,0
base,planner_debate,inter_operator_dispatch,12,critic-b,,13374,8219.0,11638,5155,sporadic,,0
base,planner_debate,inter_operator_dispatch,12,critic-merge,,12476,8219.0,11638,4257,sporadic,,0
